"","gene_id","KO","GO.ID","GO.Term","GO.Ontology"
"2768","K00940","K00940","GO:0006241","CTP biosynthetic process","BP"
"2769","K00940","K00940","GO:0004550","nucleoside diphosphate kinase activity","MF"
"2770","K03394","K03394","GO:0009236","cobalamin biosynthetic process","BP"
"2771","K03394","K03394","GO:0032259","methylation","BP"
"2772","K03394","K03394","GO:0030788","precorrin-2 C20-methyltransferase activity","MF"
"2773","K03394","K03394","GO:0008168","methyltransferase activity","MF"
"2774","K03394","K03394","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","MF"
"2775","K19170","K19170","GO:0003824","catalytic activity","MF"
"2776","K02986","K02986","GO:0006412","translation","BP"
"2777","K02986","K02986","GO:0003735","structural constituent of ribosome","MF"
"2778","K02986","K02986","GO:0019843","rRNA binding","MF"
"2779","K02986","K02986","GO:0015935","small ribosomal subunit","CC"
"2780","K02986","K02986","GO:0003723","RNA binding","MF"
"2781","K19701","K19701","GO:0008235","metalloexopeptidase activity","MF"
"2782","K02001","K02001","GO:0055085","transmembrane transport","BP"
"2783","K02001","K02001","GO:0016020","membrane","CC"
"2784","K02002","K02002","GO:0055085","transmembrane transport","BP"
"2785","K02002","K02002","GO:0022857","transmembrane transporter activity","MF"
"2786","K02002","K02002","GO:0043190","ATP-binding cassette (ABC) transporter complex","CC"
"2787","K02000","K02000","GO:0031460","glycine betaine transport","BP"
"2788","K02000","K02000","GO:0005524","ATP binding","MF"
"2789","K02000","K02000","GO:0016020","membrane","CC"
"2790","K02000","K02000","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"2791","K02945","K02945","GO:0003676","nucleic acid binding","MF"
"2792","K01868","K01868","GO:0006435","threonyl-tRNA aminoacylation","BP"
"2793","K01868","K01868","GO:0004829","threonine-tRNA ligase activity","MF"
"2794","K01868","K01868","GO:0005524","ATP binding","MF"
"2795","K01868","K01868","GO:0005737","cytoplasm","CC"
"2796","K01868","K01868","GO:0006418","tRNA aminoacylation for protein translation","BP"
"2797","K01868","K01868","GO:0043039","tRNA aminoacylation","BP"
"2798","K01868","K01868","GO:0000166","nucleotide binding","MF"
"2799","K01868","K01868","GO:0004812","aminoacyl-tRNA ligase activity","MF"
"2800","K01963","K01963","GO:0006633","fatty acid biosynthetic process","BP"
"2801","K01963","K01963","GO:2001295","malonyl-CoA biosynthetic process","BP"
"2802","K01963","K01963","GO:0003989","acetyl-CoA carboxylase activity","MF"
"2803","K01963","K01963","GO:0005524","ATP binding","MF"
"2804","K01963","K01963","GO:0008270","zinc ion binding","MF"
"2805","K01963","K01963","GO:0016743","carboxyl- or carbamoyltransferase activity","MF"
"2806","K01963","K01963","GO:0009317","acetyl-CoA carboxylase complex","CC"
"2807","K04042","K04042","GO:0006048","UDP-N-acetylglucosamine biosynthetic process","BP"
"2808","K04042","K04042","GO:0008360","regulation of cell shape","BP"
"2809","K04042","K04042","GO:0009245","lipid A biosynthetic process","BP"
"2810","K04042","K04042","GO:0009252","peptidoglycan biosynthetic process","BP"
"2811","K04042","K04042","GO:0071555","cell wall organization","BP"
"2812","K04042","K04042","GO:0000287","magnesium ion binding","MF"
"2813","K04042","K04042","GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity","MF"
"2814","K04042","K04042","GO:0019134","glucosamine-1-phosphate N-acetyltransferase activity","MF"
"2815","K04042","K04042","GO:0005737","cytoplasm","CC"
"2816","K04042","K04042","GO:0000902","cell morphogenesis","BP"
"2817","K18875","K18875","GO:0006629","lipid metabolic process","BP"
"2818","K06413","K06413","GO:0005524","ATP binding","MF"
"2819","K06413","K06413","GO:0016887","ATPase activity","MF"
"2820","K02233","K02233","GO:0008818","cobalamin 5'-phosphate synthase activity","MF"
"2821","K02233","K02233","GO:0051073","adenosylcobinamide-GDP ribazoletransferase activity","MF"
"2822","K10679","K10679","GO:0016491","oxidoreductase activity","MF"
"2823","K12448","K12448","GO:0006012","galactose metabolic process","BP"
"2824","K12448","K12448","GO:0003978","UDP-glucose 4-epimerase activity","MF"
"2825","K23753","K23753","GO:0006797","polyphosphate metabolic process","BP"
"2826","K23753","K23753","GO:0043751","polyphosphate:AMP phosphotransferase activity","MF"
"2827","K00948","K00948","GO:0006015","5-phosphoribose 1-diphosphate biosynthetic process","BP"
"2828","K00948","K00948","GO:0009116","nucleoside metabolic process","BP"
"2829","K00948","K00948","GO:0009156","ribonucleoside monophosphate biosynthetic process","BP"
"2830","K00948","K00948","GO:0009165","nucleotide biosynthetic process","BP"
"2831","K00948","K00948","GO:0016310","phosphorylation","BP"
"2832","K00948","K00948","GO:0000287","magnesium ion binding","MF"
"2833","K00948","K00948","GO:0004749","ribose phosphate diphosphokinase activity","MF"
"2834","K00948","K00948","GO:0005524","ATP binding","MF"
"2835","K00948","K00948","GO:0016301","kinase activity","MF"
"2836","K00948","K00948","GO:0005737","cytoplasm","CC"
"2837","K12454","K12454","GO:0008460","dTDP-glucose 4,6-dehydratase activity","MF"
"2838","K12454","K12454","GO:0003824","catalytic activity","MF"
"2839","K15762","K15762","GO:0016226","iron-sulfur cluster assembly","BP"
"2840","K15762","K15762","GO:0005506","iron ion binding","MF"
"2841","K15762","K15762","GO:0051537","2 iron, 2 sulfur cluster binding","MF"
"2842","K15762","K15762","GO:0051536","iron-sulfur cluster binding","MF"
"2843","K20480","K20480","GO:0005515","protein binding","MF"
"2844","K03862","K03862","GO:0016491","oxidoreductase activity","MF"
"2845","K03862","K03862","GO:0051537","2 iron, 2 sulfur cluster binding","MF"
"2846","K03862","K03862","GO:0046872","metal ion binding","MF"
"2847","K03862","K03862","GO:0051213","dioxygenase activity","MF"
"2848","K00145","K00145","GO:0006526","arginine biosynthetic process","BP"
"2849","K00145","K00145","GO:0003942","N-acetyl-gamma-glutamyl-phosphate reductase activity","MF"
"2850","K00145","K00145","GO:0046983","protein dimerization activity","MF"
"2851","K00145","K00145","GO:0051287","NAD binding","MF"
"2852","K00145","K00145","GO:0005737","cytoplasm","CC"
"2853","K00145","K00145","GO:0008652","cellular amino acid biosynthetic process","BP"
"2854","K00145","K00145","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF"
"2855","K01159","K01159","GO:0006281","DNA repair","BP"
"2856","K01159","K01159","GO:0006310","DNA recombination","BP"
"2857","K01159","K01159","GO:0003676","nucleic acid binding","MF"
"2858","K01159","K01159","GO:0004520","endodeoxyribonuclease activity","MF"
"2859","K07336","K07336","GO:0005506","iron ion binding","MF"
"2860","K07336","K07336","GO:0016706","2-oxoglutarate-dependent dioxygenase activity","MF"
"2861","K07336","K07336","GO:0031418","L-ascorbic acid binding","MF"
"2862","K07336","K07336","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"2863","K23321","K23321","GO:0016020","membrane","CC"
"2864","K23321","K23321","GO:0016021","integral component of membrane","CC"
"2865","K21703","K21703","GO:0006355","regulation of transcription, DNA-templated","BP"
"2866","K21703","K21703","GO:0003700","DNA-binding transcription factor activity","MF"
"2867","K07260","K07260","GO:0006508","proteolysis","BP"
"2868","K07260","K07260","GO:0008233","peptidase activity","MF"
"2869","K03637","K03637","GO:0006777","Mo-molybdopterin cofactor biosynthetic process","BP"
"2870","K23734","K23734","GO:0006464","cellular protein modification process","BP"
"2871","K02008","K02008","GO:0006824","cobalt ion transport","BP"
"2872","K02008","K02008","GO:0005887","integral component of plasma membrane","CC"
"2873","K02008","K02008","GO:0043190","ATP-binding cassette (ABC) transporter complex","CC"
"2874","K02007","K02007","GO:0000041","transition metal ion transport","BP"
"2875","K02007","K02007","GO:0016021","integral component of membrane","CC"
"2876","K02007","K02007","GO:0005886","plasma membrane","CC"
"2877","K03442","K03442","GO:0055085","transmembrane transport","BP"
"2878","K03442","K03442","GO:0016020","membrane","CC"
"2879","K03442","K03442","GO:0005886","plasma membrane","CC"
"2880","K03442","K03442","GO:0016021","integral component of membrane","CC"
"2881","K02493","K02493","GO:0006479","protein methylation","BP"
"2882","K02493","K02493","GO:0008276","protein methyltransferase activity","MF"
"2883","K02493","K02493","GO:0008168","methyltransferase activity","MF"
"2884","K01693","K01693","GO:0000105","histidine biosynthetic process","BP"
"2885","K01693","K01693","GO:0004424","imidazoleglycerol-phosphate dehydratase activity","MF"
"2886","K01693","K01693","GO:0005737","cytoplasm","CC"
"2887","K00817","K00817","GO:0000105","histidine biosynthetic process","BP"
"2888","K00817","K00817","GO:0004400","histidinol-phosphate transaminase activity","MF"
"2889","K00817","K00817","GO:0030170","pyridoxal phosphate binding","MF"
"2890","K00817","K00817","GO:0009058","biosynthetic process","BP"
"2891","K00817","K00817","GO:0003824","catalytic activity","MF"
"2892","K18649","K18649","GO:0000105","histidine biosynthetic process","BP"
"2893","K18649","K18649","GO:0046855","inositol phosphate dephosphorylation","BP"
"2894","K18649","K18649","GO:0004401","histidinol-phosphatase activity","MF"
"2895","K18649","K18649","GO:0046872","metal ion binding","MF"
"2896","K03529","K03529","GO:0007062","sister chromatid cohesion","BP"
"2897","K03529","K03529","GO:0030261","chromosome condensation","BP"
"2898","K03529","K03529","GO:0005515","protein binding","MF"
"2899","K03529","K03529","GO:0005524","ATP binding","MF"
"2900","K03529","K03529","GO:0016887","ATPase activity","MF"
"2901","K03529","K03529","GO:0005694","chromosome","CC"
"2902","K03529","K03529","GO:0051276","chromosome organization","BP"
"2903","K09568","K09568","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF"
"2904","K01619","K01619","GO:0009264","deoxyribonucleotide catabolic process","BP"
"2905","K01619","K01619","GO:0016052","carbohydrate catabolic process","BP"
"2906","K01619","K01619","GO:0046386","deoxyribose phosphate catabolic process","BP"
"2907","K01619","K01619","GO:0004139","deoxyribose-phosphate aldolase activity","MF"
"2908","K01619","K01619","GO:0005737","cytoplasm","CC"
"2909","K01619","K01619","GO:0003824","catalytic activity","MF"
"2910","K01619","K01619","GO:0016829","lyase activity","MF"
"2911","K01011","K01011","GO:0004792","thiosulfate sulfurtransferase activity","MF"
"2912","K01011","K01011","GO:0016784","3-mercaptopyruvate sulfurtransferase activity","MF"
"2913","K01011","K01011","GO:0016783","sulfurtransferase activity","MF"
"2914","K04757","K04757","GO:0006468","protein phosphorylation","BP"
"2915","K04757","K04757","GO:0004674","protein serine/threonine kinase activity","MF"
"2916","K07315","K07315","GO:0000160","phosphorelay signal transduction system","BP"
"2917","K07315","K07315","GO:0016791","phosphatase activity","MF"
"2918","K07315","K07315","GO:0016311","dephosphorylation","BP"
"2919","K04749","K04749","GO:0006355","regulation of transcription, DNA-templated","BP"
"2920","K04749","K04749","GO:0043856","anti-sigma factor antagonist activity","MF"
"2921","K03470","K03470","GO:0003723","RNA binding","MF"
"2922","K03470","K03470","GO:0004523","RNA-DNA hybrid ribonuclease activity","MF"
"2923","K03470","K03470","GO:0003676","nucleic acid binding","MF"
"2924","K06180","K06180","GO:0001522","pseudouridine synthesis","BP"
"2925","K06180","K06180","GO:0003723","RNA binding","MF"
"2926","K06180","K06180","GO:0009982","pseudouridine synthase activity","MF"
"2927","K06180","K06180","GO:0009451","RNA modification","BP"
"2928","K00609","K00609","GO:0006207","'de novo' pyrimidine nucleobase biosynthetic process","BP"
"2929","K00609","K00609","GO:0006520","cellular amino acid metabolic process","BP"
"2930","K00609","K00609","GO:0004070","aspartate carbamoyltransferase activity","MF"
"2931","K00609","K00609","GO:0016597","amino acid binding","MF"
"2932","K00609","K00609","GO:0016743","carboxyl- or carbamoyltransferase activity","MF"
"2933","K03790","K03790","GO:0008080","N-acetyltransferase activity","MF"
"2934","K13797","K13797","GO:0006351","transcription, DNA-templated","BP"
"2935","K13797","K13797","GO:0003677","DNA binding","MF"
"2936","K13797","K13797","GO:0003899","DNA-directed 5'-3' RNA polymerase activity","MF"
"2937","K03043","K03043","GO:0006351","transcription, DNA-templated","BP"
"2938","K03043","K03043","GO:0003677","DNA binding","MF"
"2939","K03043","K03043","GO:0003899","DNA-directed 5'-3' RNA polymerase activity","MF"
"2940","K03043","K03043","GO:0032549","ribonucleoside binding","MF"
"2941","K03424","K03424","GO:0006259","DNA metabolic process","BP"
"2942","K03424","K03424","GO:0019478","D-amino acid catabolic process","BP"
"2943","K03424","K03424","GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity","BP"
"2944","K03424","K03424","GO:0004536","deoxyribonuclease activity","MF"
"2945","K03424","K03424","GO:0046872","metal ion binding","MF"
"2946","K03424","K03424","GO:0051499","D-aminoacyl-tRNA deacylase activity","MF"
"2947","K03424","K03424","GO:0016788","hydrolase activity, acting on ester bonds","MF"
"2948","K03424","K03424","GO:0016888","endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF"
"2949","K02968","K02968","GO:0006412","translation","BP"
"2950","K02968","K02968","GO:0003723","RNA binding","MF"
"2951","K02968","K02968","GO:0003735","structural constituent of ribosome","MF"
"2952","K02968","K02968","GO:0005840","ribosome","CC"
"2953","K18841","K18841","GO:0003677","DNA binding","MF"
"2954","K00548","K00548","GO:0009086","methionine biosynthetic process","BP"
"2955","K00548","K00548","GO:0042558","pteridine-containing compound metabolic process","BP"
"2956","K00548","K00548","GO:0008270","zinc ion binding","MF"
"2957","K00548","K00548","GO:0008705","methionine synthase activity","MF"
"2958","K00548","K00548","GO:0031419","cobalamin binding","MF"
"2959","K00548","K00548","GO:0044237","cellular metabolic process","BP"
"2960","K00548","K00548","GO:0046872","metal ion binding","MF"
"2961","K09761","K09761","GO:0006364","rRNA processing","BP"
"2962","K09761","K09761","GO:0008168","methyltransferase activity","MF"
"2963","K09761","K09761","GO:0005737","cytoplasm","CC"
"2964","K09761","K09761","GO:0032259","methylation","BP"
"2965","K01008","K01008","GO:0005524","ATP binding","MF"
"2966","K01008","K01008","GO:0016491","oxidoreductase activity","MF"
"2967","K05577","K05577","GO:0016491","oxidoreductase activity","MF"
"2968","K05577","K05577","GO:0048038","quinone binding","MF"
"2969","K05577","K05577","GO:0016021","integral component of membrane","CC"
"2970","K05577","K05577","GO:0016020","membrane","CC"
"2971","K05569","K05569","GO:0016020","membrane","CC"
"2972","K05569","K05569","GO:0016021","integral component of membrane","CC"
"2973","K05569","K05569","GO:0006812","cation transport","BP"
"2974","K05569","K05569","GO:0008324","cation transmembrane transporter activity","MF"
"2975","K03321","K03321","GO:0008272","sulfate transport","BP"
"2976","K03321","K03321","GO:0055085","transmembrane transport","BP"
"2977","K03321","K03321","GO:0008271","secondary active sulfate transmembrane transporter activity","MF"
"2978","K03321","K03321","GO:0016021","integral component of membrane","CC"
"2979","K03321","K03321","GO:0015116","sulfate transmembrane transporter activity","MF"
"2980","K03321","K03321","GO:0016020","membrane","CC"
"2981","K01875","K01875","GO:0006434","seryl-tRNA aminoacylation","BP"
"2982","K01875","K01875","GO:0004828","serine-tRNA ligase activity","MF"
"2983","K01875","K01875","GO:0005524","ATP binding","MF"
"2984","K01875","K01875","GO:0006418","tRNA aminoacylation for protein translation","BP"
"2985","K01875","K01875","GO:0000166","nucleotide binding","MF"
"2986","K01875","K01875","GO:0004812","aminoacyl-tRNA ligase activity","MF"
"2987","K03568","K03568","GO:0006508","proteolysis","BP"
"2988","K03568","K03568","GO:0008237","metallopeptidase activity","MF"
"2989","K01892","K01892","GO:0006427","histidyl-tRNA aminoacylation","BP"
"2990","K01892","K01892","GO:0004821","histidine-tRNA ligase activity","MF"
"2991","K01892","K01892","GO:0005524","ATP binding","MF"
"2992","K01892","K01892","GO:0005737","cytoplasm","CC"
"2993","K03787","K03787","GO:0016311","dephosphorylation","BP"
"2994","K03787","K03787","GO:0008252","nucleotidase activity","MF"
"2995","K03787","K03787","GO:0016787","hydrolase activity","MF"
"2996","K02583","K02583","GO:0000166","nucleotide binding","MF"
"2997","K02583","K02583","GO:0016020","membrane","CC"
"2998","K02583","K02583","GO:0016021","integral component of membrane","CC"
"2999","K08844","K08844","GO:0005515","protein binding","MF"
"3000","K01788","K01788","GO:0005975","carbohydrate metabolic process","BP"
"3001","K01788","K01788","GO:0006051","N-acetylmannosamine metabolic process","BP"
"3002","K01788","K01788","GO:0019262","N-acetylneuraminate catabolic process","BP"
"3003","K01788","K01788","GO:0009385","N-acylmannosamine-6-phosphate 2-epimerase activity","MF"
"3004","K01788","K01788","GO:0047465","N-acylglucosamine-6-phosphate 2-epimerase activity","MF"
"3005","K01788","K01788","GO:0003824","catalytic activity","MF"
"3006","K11356","K11356","GO:0000160","phosphorelay signal transduction system","BP"
"3007","K11356","K11356","GO:0016310","phosphorylation","BP"
"3008","K11356","K11356","GO:0018298","protein-chromophore linkage","BP"
"3009","K11356","K11356","GO:0000155","phosphorelay sensor kinase activity","MF"
"3010","K11356","K11356","GO:0005515","protein binding","MF"
"3011","K11356","K11356","GO:0007165","signal transduction","BP"
"3012","K11356","K11356","GO:0016772","transferase activity, transferring phosphorus-containing groups","MF"
"3013","K11356","K11356","GO:0005886","plasma membrane","CC"
"3014","K11356","K11356","GO:0016021","integral component of membrane","CC"
"3015","K02230","K02230","GO:0009236","cobalamin biosynthetic process","BP"
"3016","K02230","K02230","GO:0051116","cobaltochelatase activity","MF"
"3017","K02230","K02230","GO:0009058","biosynthetic process","BP"
"3018","K07495","K07495","GO:0006313","transposition, DNA-mediated","BP"
"3019","K07495","K07495","GO:0003677","DNA binding","MF"
"3020","K07495","K07495","GO:0004803","transposase activity","MF"
"3021","K03497","K03497","GO:0003677","DNA binding","MF"
"3022","K10706","K10706","GO:0004386","helicase activity","MF"
"3023","K03581","K03581","GO:0005524","ATP binding","MF"
"3024","K03581","K03581","GO:0004527","exonuclease activity","MF"
"3025","K07110","K07110","GO:0003677","DNA binding","MF"
"3026","K15600","K15600","GO:0016817","hydrolase activity, acting on acid anhydrides","MF"
"3027","K10407","K10407","GO:0005515","protein binding","MF"
"3028","K10407","K10407","GO:0043531","ADP binding","MF"
"3029","K10407","K10407","GO:0005871","kinesin complex","CC"
"3030","K16406","K16406","GO:0016746","transferase activity, transferring acyl groups","MF"
"3031","K16406","K16406","GO:0031177","phosphopantetheine binding","MF"
"3032","K16406","K16406","GO:0016740","transferase activity","MF"
"3033","K04759","K04759","GO:0005525","GTP binding","MF"
"3034","K04759","K04759","GO:0016021","integral component of membrane","CC"
"3035","K04759","K04759","GO:0005886","plasma membrane","CC"
"3036","K04759","K04759","GO:0015093","ferrous iron transmembrane transporter activity","MF"
"3037","K04759","K04759","GO:0055072","iron ion homeostasis","BP"
"3038","K04759","K04759","GO:0006811","ion transport","BP"
"3039","K04759","K04759","GO:0006826","iron ion transport","BP"
"3040","K04759","K04759","GO:0034755","iron ion transmembrane transport","BP"
"3041","K04759","K04759","GO:0000166","nucleotide binding","MF"
"3042","K04759","K04759","GO:0016020","membrane","CC"
"3043","K00514","K00514","GO:0016117","carotenoid biosynthetic process","BP"
"3044","K00514","K00514","GO:0016719","carotene 7,8-desaturase activity","MF"
"3045","K00514","K00514","GO:0052886","9,9'-dicis-carotene:quinone oxidoreductase activity","MF"
"3046","K00514","K00514","GO:0052887","7,9,9'-tricis-neurosporene:quinone oxidoreductase activity","MF"
"3047","K00514","K00514","GO:0016491","oxidoreductase activity","MF"
"3048","K02171","K02171","GO:0045892","negative regulation of transcription, DNA-templated","BP"
"3049","K02171","K02171","GO:0003677","DNA binding","MF"
"3050","K03799","K03799","GO:0006508","proteolysis","BP"
"3051","K03799","K03799","GO:0004222","metalloendopeptidase activity","MF"
"3052","K03799","K03799","GO:0071586","CAAX-box protein processing","BP"
"3053","K03799","K03799","GO:0008233","peptidase activity","MF"
"3054","K03799","K03799","GO:0005515","protein binding","MF"
"3055","K01972","K01972","GO:0006260","DNA replication","BP"
"3056","K01972","K01972","GO:0006281","DNA repair","BP"
"3057","K01972","K01972","GO:0003677","DNA binding","MF"
"3058","K01972","K01972","GO:0003911","DNA ligase (NAD+) activity","MF"
"3059","K01091","K01091","GO:0016787","hydrolase activity","MF"
"3060","K00789","K00789","GO:0006556","S-adenosylmethionine biosynthetic process","BP"
"3061","K00789","K00789","GO:0006730","one-carbon metabolic process","BP"
"3062","K00789","K00789","GO:0000287","magnesium ion binding","MF"
"3063","K00789","K00789","GO:0004478","methionine adenosyltransferase activity","MF"
"3064","K00789","K00789","GO:0005524","ATP binding","MF"
"3065","K00789","K00789","GO:0005737","cytoplasm","CC"
"3066","K00677","K00677","GO:0009245","lipid A biosynthetic process","BP"
"3067","K00677","K00677","GO:0008780","acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity","MF"
"3068","K00677","K00677","GO:0005737","cytoplasm","CC"
"3069","K00677","K00677","GO:0008610","lipid biosynthetic process","BP"
"3070","K00568","K00568","GO:0032259","methylation","BP"
"3071","K00568","K00568","GO:0008168","methyltransferase activity","MF"
"3072","K18169","K18169","GO:0005515","protein binding","MF"
"3073","K18169","K18169","GO:0016020","membrane","CC"
"3074","K18169","K18169","GO:0016021","integral component of membrane","CC"
"3075","K03608","K03608","GO:0032955","regulation of division septum assembly","BP"
"3076","K03608","K03608","GO:0051301","cell division","BP"
"3077","K03608","K03608","GO:0007049","cell cycle","BP"
"3078","K03610","K03610","GO:0000902","cell morphogenesis","BP"
"3079","K03610","K03610","GO:1901891","regulation of cell septum assembly","BP"
"3080","K03610","K03610","GO:0051726","regulation of cell cycle","BP"
"3081","K03610","K03610","GO:0000917","division septum assembly","BP"
"3082","K04083","K04083","GO:0006457","protein folding","BP"
"3083","K04083","K04083","GO:0051082","unfolded protein binding","MF"
"3084","K04083","K04083","GO:0005737","cytoplasm","CC"
"3085","K10112","K10112","GO:0008643","carbohydrate transport","BP"
"3086","K10112","K10112","GO:0005524","ATP binding","MF"
"3087","K10112","K10112","GO:0140359","ABC-type transporter activity","MF"
"3088","K10112","K10112","GO:0055085","transmembrane transport","BP"
"3089","K10112","K10112","GO:0043190","ATP-binding cassette (ABC) transporter complex","CC"
"3090","K10112","K10112","GO:0022857","transmembrane transporter activity","MF"
"3091","K10112","K10112","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"3092","K10804","K10804","GO:0016020","membrane","CC"
"3093","K10804","K10804","GO:0016021","integral component of membrane","CC"
"3094","K10804","K10804","GO:2001070","starch binding","MF"
"3095","K10804","K10804","GO:0030246","carbohydrate binding","MF"
"3096","K02946","K02946","GO:0006412","translation","BP"
"3097","K02946","K02946","GO:0000049","tRNA binding","MF"
"3098","K02946","K02946","GO:0003735","structural constituent of ribosome","MF"
"3099","K02946","K02946","GO:0005840","ribosome","CC"
"3100","K02358","K02358","GO:0006414","translational elongation","BP"
"3101","K02358","K02358","GO:0003746","translation elongation factor activity","MF"
"3102","K02358","K02358","GO:0003924","GTPase activity","MF"
"3103","K02358","K02358","GO:0005525","GTP binding","MF"
"3104","K02358","K02358","GO:0005737","cytoplasm","CC"
"3105","K02992","K02992","GO:0006412","translation","BP"
"3106","K02992","K02992","GO:0003735","structural constituent of ribosome","MF"
"3107","K02992","K02992","GO:0015935","small ribosomal subunit","CC"
"3108","K02950","K02950","GO:0006412","translation","BP"
"3109","K02950","K02950","GO:0003735","structural constituent of ribosome","MF"
"3110","K02950","K02950","GO:0015935","small ribosomal subunit","CC"
"3111","K02950","K02950","GO:0005840","ribosome","CC"
"3112","K13628","K13628","GO:0016226","iron-sulfur cluster assembly","BP"
"3113","K13628","K13628","GO:0051536","iron-sulfur cluster binding","MF"
"3114","K09117","K09117","GO:0016884","carbon-nitrogen ligase activity, with glutamine as amido-N-donor","MF"
"3115","K07448","K07448","GO:0009307","DNA restriction-modification system","BP"
"3116","K07448","K07448","GO:0003677","DNA binding","MF"
"3117","K07448","K07448","GO:0004519","endonuclease activity","MF"
"3118","K07448","K07448","GO:0003676","nucleic acid binding","MF"
"3119","K07448","K07448","GO:0004518","nuclease activity","MF"
"3120","K03979","K03979","GO:0000287","magnesium ion binding","MF"
"3121","K03979","K03979","GO:0003924","GTPase activity","MF"
"3122","K03979","K03979","GO:0005525","GTP binding","MF"
"3123","K19157","K19157","GO:0006401","RNA catabolic process","BP"
"3124","K19157","K19157","GO:0004519","endonuclease activity","MF"
"3125","K03404","K03404","GO:0015995","chlorophyll biosynthetic process","BP"
"3126","K03404","K03404","GO:0005524","ATP binding","MF"
"3127","K03404","K03404","GO:0016851","magnesium chelatase activity","MF"
"3128","K18918","K18918","GO:0006355","regulation of transcription, DNA-templated","BP"
"3129","K18918","K18918","GO:0003677","DNA binding","MF"
"3130","K18828","K18828","GO:0004540","ribonuclease activity","MF"
"3131","K16703","K16703","GO:0016757","transferase activity, transferring glycosyl groups","MF"
"3132","K18161","K18161","GO:0015977","carbon fixation","BP"
"3133","K01923","K01923","GO:0006189","'de novo' IMP biosynthetic process","BP"
"3134","K01923","K01923","GO:0009236","cobalamin biosynthetic process","BP"
"3135","K01923","K01923","GO:0004639","phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF"
"3136","K01923","K01923","GO:0005524","ATP binding","MF"
"3137","K01923","K01923","GO:0006164","purine nucleotide biosynthetic process","BP"
"3138","K07277","K07277","GO:0019867","outer membrane","CC"
"3139","K02535","K02535","GO:0009245","lipid A biosynthetic process","BP"
"3140","K02535","K02535","GO:0008759","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity","MF"
"3141","K04210","K04210","GO:0016020","membrane","CC"
"3142","K04210","K04210","GO:0016021","integral component of membrane","CC"
"3143","K01485","K01485","GO:0016814","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines","MF"
"3144","K01485","K01485","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF"
"3145","K01485","K01485","GO:0004131","cytosine deaminase activity","MF"
"3146","K01485","K01485","GO:0102480","5-fluorocytosine deaminase activity","MF"
"3147","K03087","K03087","GO:0006352","DNA-templated transcription, initiation","BP"
"3148","K03087","K03087","GO:0006355","regulation of transcription, DNA-templated","BP"
"3149","K03087","K03087","GO:0003677","DNA binding","MF"
"3150","K03087","K03087","GO:0016987","sigma factor activity","MF"
"3151","K03087","K03087","GO:0003700","DNA-binding transcription factor activity","MF"
"3152","K03087","K03087","GO:2000142","regulation of DNA-templated transcription, initiation","BP"
"3153","K00958","K00958","GO:0000103","sulfate assimilation","BP"
"3154","K00958","K00958","GO:0004781","sulfate adenylyltransferase (ATP) activity","MF"
"3155","K02669","K02669","GO:0005524","ATP binding","MF"
"3156","K01687","K01687","GO:0009082","branched-chain amino acid biosynthetic process","BP"
"3157","K01687","K01687","GO:0004160","dihydroxy-acid dehydratase activity","MF"
"3158","K01687","K01687","GO:0003824","catalytic activity","MF"
"3159","K02338","K02338","GO:0006260","DNA replication","BP"
"3160","K02338","K02338","GO:0071897","DNA biosynthetic process","BP"
"3161","K02338","K02338","GO:0090305","nucleic acid phosphodiester bond hydrolysis","BP"
"3162","K02338","K02338","GO:0003677","DNA binding","MF"
"3163","K02338","K02338","GO:0003887","DNA-directed DNA polymerase activity","MF"
"3164","K02338","K02338","GO:0008408","3'-5' exonuclease activity","MF"
"3165","K02338","K02338","GO:0005737","cytoplasm","CC"
"3166","K02338","K02338","GO:0009360","DNA polymerase III complex","CC"
"3167","K15537","K15537","GO:0008610","lipid biosynthetic process","BP"
"3168","K15537","K15537","GO:0005506","iron ion binding","MF"
"3169","K15537","K15537","GO:0016491","oxidoreductase activity","MF"
"3170","K15537","K15537","GO:0016021","integral component of membrane","CC"
"3171","K16095","K16095","GO:0003824","catalytic activity","MF"
"3172","K16095","K16095","GO:0031177","phosphopantetheine binding","MF"
"3173","K00700","K00700","GO:0005978","glycogen biosynthetic process","BP"
"3174","K00700","K00700","GO:0003844","1,4-alpha-glucan branching enzyme activity","MF"
"3175","K00700","K00700","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
